Date,High,Helper Column
"Nov 01, 2017",6767.31,112
"Nov 02, 2017",7367.33,111
"Nov 03, 2017",7461.29,110
"Nov 04, 2017",7492.86,109
"Nov 05, 2017",7617.48,108
"Nov 06, 2017",7445.77,107
"Nov 07, 2017",7253.32,106
"Nov 08, 2017",7776.42,105
"Nov 09, 2017",7446.83,104
"Nov 10, 2017",7312,103
"Nov 11, 2017",6873.15,102
"Nov 12, 2017",6625.05,101
"Nov 13, 2017",6811.19,100
"Nov 14, 2017",6764.98,99
"Nov 15, 2017",7342.25,98
"Nov 16, 2017",7967.38,97
"Nov 17, 2017",8004.59,96
"Nov 18, 2017",7884.99,95
"Nov 19, 2017",8101.91,94
"Nov 20, 2017",8336.86,93
"Nov 21, 2017",8348.66,92
"Nov 22, 2017",8302.26,91
"Nov 23, 2017",8267.4,90
"Nov 24, 2017",8374.16,89
"Nov 25, 2017",8790.92,88
"Nov 26, 2017",9522.93,87
"Nov 27, 2017",9818.35,86
"Nov 28, 2017",10125.7,85
"Nov 29, 2017",11517.4,84
"Nov 30, 2017",10801,83
"Dec 01, 2017",11046.7,82
"Dec 02, 2017",11320.2,81
"Dec 03, 2017",11858.7,80
"Dec 04, 2017",11657.2,79
"Dec 05, 2017",12032,78
"Dec 06, 2017",14369.1,77
"Dec 07, 2017",17899.7,76
"Dec 08, 2017",18353.4,75
"Dec 09, 2017",16783,74
"Dec 10, 2017",15850.6,73
"Dec 11, 2017",17513.9,72
"Dec 12, 2017",17781.8,71
"Dec 13, 2017",17653.1,70
"Dec 14, 2017",17085.8,69
"Dec 15, 2017",18154.1,68
"Dec 16, 2017",19716.7,67
"Dec 17, 2017",20089,66
"Dec 18, 2017",19371,65
"Dec 19, 2017",19177.8,64
"Dec 20, 2017",17934.7,63
"Dec 21, 2017",17567.7,62
"Dec 22, 2017",15943.4,61
"Dec 23, 2017",15603.2,60
"Dec 24, 2017",14626,59
"Dec 25, 2017",14593,58
"Dec 26, 2017",16461.2,57
"Dec 27, 2017",16930.9,56
"Dec 28, 2017",15888.4,55
"Dec 29, 2017",15279,54
"Dec 30, 2017",14681.9,53
"Dec 31, 2017",14377.4,52
"Jan 01, 2018",14112.2,51
"Jan 02, 2018",15444.6,50
"Jan 03, 2018",15572.8,49
"Jan 04, 2018",15739.7,48
"Jan 05, 2018",17705.2,47
"Jan 06, 2018",17712.4,46
"Jan 07, 2018",17579.6,45
"Jan 08, 2018",16537.9,44
"Jan 09, 2018",15497.5,43
"Jan 10, 2018",14973.3,42
"Jan 11, 2018",15018.8,41
"Jan 12, 2018",14229.9,40
"Jan 13, 2018",14659.5,39
"Jan 14, 2018",14511.8,38
"Jan 15, 2018",14445.5,37
"Jan 16, 2018",13843.1,36
"Jan 17, 2018",11678,35
"Jan 18, 2018",12107.3,34
"Jan 19, 2018",11992.8,33
"Jan 20, 2018",13103,32
"Jan 21, 2018",12895.9,31
"Jan 22, 2018",11966.4,30
"Jan 23, 2018",11377.6,29
"Jan 24, 2018",11501.4,28
"Jan 25, 2018",11785.7,27
"Jan 26, 2018",11656.7,26
"Jan 27, 2018",11614.9,25
"Jan 28, 2018",12040.3,24
"Jan 29, 2018",11875.6,23
"Jan 30, 2018",11307.2,22
"Jan 31, 2018",10381.6,21
"Feb 01, 2018",10288.8,20
"Feb 02, 2018",9142.28,19
"Feb 03, 2018",9430.75,18
"Feb 04, 2018",9334.87,17
"Feb 05, 2018",8364.84,16
"Feb 06, 2018",7850.7,15
"Feb 07, 2018",8509.11,14
"Feb 08, 2018",8558.77,13
"Feb 09, 2018",8736.98,12
"Feb 10, 2018",9122.55,11
"Feb 11, 2018",8616.13,10
"Feb 12, 2018",8985.92,9
"Feb 13, 2018",8958.47,8
"Feb 14, 2018",9518.54,7
"Feb 15, 2018",10234.8,6
"Feb 16, 2018",10324.1,5
"Feb 17, 2018",11139.5,4
"Feb 18, 2018",11349.8,3
"Feb 19, 2018",11273.8,2
"Feb 20, 2018",11958.5,1
